,Unnamed: 0,Title,Price,Location,Description,Condition,year,Make,Model,Trim,Color,Body Type,Number of Doors,Number of Seats,Drive Train,Transmission,Mileage
1048,61,2018 Ford Edge SE,"$22,995.00",Provincial Top Ad:  Hamilton Yesterday,"ENGINE: TWIN-SCROLL 2.0L I4 ECOBOOST -inc: active grille shutters (STD),Turbocharged,Power Door Locks,MP3 Player,Rear Defrost,Front Wheel Drive,Variable Speed Intermittent Wipers,ABS,Power ...
Automatic | 113,480 km | CARFAX Canada Report",Used,2018.0,Ford,Edge,SE,Silver,"SUV, Crossover",4.0,5.0,Front-wheel drive (FWD),Automatic,"113,480"
1049,62,2019 Audi Q7 Komfort|QUATTRO|RAREBLUE|7PASS|NAV|PANROOF|LEATHER,"$49,995.00",City of Toronto 06/11/2022,"**FALL SPECIAL!** FEATURING : QUATTRO AWD, RARE BLUE COLOUR, WIRELESS CHARGING, HIGHLY EQUIPPED, EXTREMELY CLEAN! FINISHED IN BLUE ON MATCHING LIGHT GREY INTERIOR, STITCHED LEATHER SEATS, WOOD GRAIN ...
CALL 1 (866) 799-6107 | FAVORITMOTORSCANADA.CA | REQUEST A CARPROOF TODAY - FINANCING AVAILABLE* (conditions may apply)
Automatic | 44,884 km | CARFAX Canada Report",Used,2019.0,Audi,Q7,Komfort|QUATTRO|RAREBLUE|7PASS|NAV|PANROOF|LEATHER,Blue,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"44,884"
1050,63,"2018 Hyundai Tucson 2.0L W/ Backup Cam, Heated Seats, Bluetooth","$25,590.00",City of Toronto < 9 hours ago,"NO ACCIDENTS / CLEAN CARFAX / and more! Clutch is the largest online used car retailer in Canada, delivering a seamless, hassle-free car-buying experience to drivers everywhere. Shop thousands of ...
Free 10-Day Money-Back Returns | Buy 100% Online | Learn more at clutch.ca
Automatic | 63,648 km | CARFAX Canada Report",Used,2018.0,Hyundai,Tucson,"2.0L W/ Backup Cam, Heated Seats, Bluetooth",Black,"SUV, Crossover",,,Front-wheel drive (FWD),Automatic,"63,648"
1051,64,2018 Hyundai Elantra Sport Tech | 6-spd Manual | 1.6T | 201HP!,"$20,495.00",Mississauga / Peel Region < 11 hours ago,"This is a great vehicle for anyone and great for daily commuters, the safety features makes it great for families, the spacious interior and cargo space make it great for road trips and the ...
Your Mississauga Hyundai Dealer
Manual | 125,977 km | CARFAX Canada Report",Used,2018.0,Hyundai,Elantra,Sport Tech | 6-spd Manual | 1.6T | 201HP!!,White,Sedan,4.0,5.0,Front-wheel drive (FWD),Manual,"125,977"
1052,65,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 56 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1053,66,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 57 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1054,67,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 58 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1055,68,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 59 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1056,69,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 60 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1057,70,"2013 Audi A4, Finance from 300$/mo OAC, CERTIFIED","$12,800.00",City of Toronto < 2 hours ago,"L.A AUTOHAUS (416)829-2333>>>2013 AUDI A4--- SPORT, AWD, TWO SET OF RIMS, SUNROOF. L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO BOOK YOUR APPOINTMENT ...",Used,2014.0,Audi,A4,Quattro,Other,Sedan,,,Other,,
1058,71,2004 FORD MUSTANG GT CONVERTIBLE,"$25,000.00",Toronto < 2 hours ago,"Really well taken care of and has never seen snow or rain. Always stored indoors. Has a high end stereo worth around $40000. Everything is in good working condition. Low kms. Has a good exhaust. V8 ...
Manual | 83,000 km",Used,2004.0,Ford,Mustang,,,Convertible,,,,Manual,"83,000"
1059,72,2004 FORD MUSTANG GT CONVERTIBLE,"$25,000.00",Toronto < 2 hours ago,"Really well taken care of and has never seen snow or rain. Always stored indoors. Has a high end stereo worth around $40000. Everything is in good working condition. Low kms. Has a good exhaust. V8 ...
Manual | 83,000 km",Used,2004.0,Ford,Mustang,,,Convertible,,,,Manual,"83,000"
1060,73,2004 FORD MUSTANG GT CONVERTIBLE,"$25,000.00",Toronto < 2 hours ago,"Really well taken care of and has never seen snow or rain. Always stored indoors. Has a high end stereo worth around $40000. Everything is in good working condition. Low kms. Has a good exhaust. V8 ...
Manual | 83,000 km",Used,2004.0,Ford,Mustang,,,Convertible,,,,Manual,"83,000"
1061,74,BMW convertible 335i 2008 ***only 74k,Swap / Trade,Newcastle < 2 hours ago,"Willing to trade for a motorcycle that is similar value. Bought from BMW Toronto last year only 74k very clean and great condition convertible. Car runs great new rims and tires as well stored in ...
Other | 74,500 km",Used,2008.0,BMW,3-Series,335i,Black,Coupe (2 door),,,Rear-wheel drive (RWD),Other,"74,500"
1062,75,2002 Chevrolet Silverado 1500 plow truck for sale,"$4,000.00",Brampton < 2 hours ago,"I have a 2002 Chevy Silverado 1500 plow truck for sale. Come with a western ultra mount snow plow. I have done a lot of work to it. I just rebuilt transmission. Also, did back the rocker, Quarter￼ ...
Automatic | 380,000 km",Used,2002.0,Chevrolet,Silverado 1500,,Blue,Pickup Truck,4.0,6.0,4 x 4,Automatic,"380,000"
1063,76,2022 Ram 1500 Classic NIGHT EDITION,"$64,805.00
MSRP: $64,805.00",NEW CAR Oshawa / Durham Region < 2 hours ago,"Price Freeze Event on now at Boyer Cobourg! Engine: 5.7L 8cyl. L/100Km City: 16.2 L/100Km Hwy: 11.6
A Proud Division of Boyer Auto Group, your mulit-brand Family of Dealerships Since 1981!
Automatic",New,2022.0,Ram,1500,NIGHT EDITION,Blue,Pickup Truck,4.0,5.0,Other,Automatic,
1064,77,2022 Ram 1500 Classic NIGHT EDITION,"$64,805.00
MSRP: $64,805.00",NEW CAR Oshawa / Durham Region < 2 hours ago,"Price Freeze Event on now at Boyer Cobourg! Engine: 5.7L 8cyl. L/100Km City: 16.2 L/100Km Hwy: 11.6
A Proud Division of Boyer Auto Group, your mulit-brand Family of Dealerships Since 1981!
Automatic",New,2022.0,Ram,1500,NIGHT EDITION,Blue,Pickup Truck,4.0,5.0,Other,Automatic,
1065,78,2007 BMW X3 si,"$6,500.00",Toronto < 2 hours ago,"Drives, runs and stops. Really well taken care of. Tires and breaks are in good condition. No issues with car. Runs and drives great.
Automatic | 211,000 km",Used,2007.0,BMW,X3,,,"SUV, Crossover",,,4 x 4,Automatic,"211,000"
1066,79,2007 BMW X3 si,"$6,500.00",Toronto < 2 hours ago,"Drives, runs and stops. Really well taken care of. Tires and breaks are in good condition. No issues with car. Runs and drives great.
Automatic | 211,000 km",Used,2007.0,BMW,X3,,,"SUV, Crossover",,,4 x 4,Automatic,"211,000"
1067,80,2022 Dodge Durango R/T PLUS,"$75,920.00
MSRP: $80,110.00",NEW CAR City of Toronto < 2 hours ago,"OPTIONS INCLUDE: 5.7L V8 HEMI ENGINE, TOW N GO GROUP, BLACKTOP PACKAGE, BLACK BREMBO BRAKES, HEATED FRONT SEATS, VENTILATED FRONT SEATS, 825 WATT AMPLIFIER, GOOGLE ANDROID AUDIO, BLACK ROOF RAILS, ...
Automatic",New,2022.0,Dodge,Durango,R/T PLUS,Red,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,
1068,81,Honda Ridgeline 2008,"$10,500.00",Toronto < 2 hours ago,"Honda Ridgeline Ex for sale: Low km , No accidents , pet free , smoke free New breaks and rotors, new battery Timing belt was replaced around 90,000 km..! No rust or dent Car-fax and uvip is ...
Automatic | 120,900 km",Used,2008.0,Honda,Ridgeline,Ex,Burgundy,Pickup Truck,4.0,5.0,4 x 4,Automatic,"120,900"
1069,82,2022 Tesla Model Y Long Range AWD,"$83,995.00",City of Toronto < 2 hours ago,"2022 Tesla Model Y Long Range AWD! Mint Condition! Fully Loaded! AVAILABLE TODAY! Octane Used Cars is open by appointments. Call us at 647-879-5301 or email at sales@octaneauto.ca to book an ...
7,600 km",Used,2022.0,Tesla,Model Y,Long Range AWD,Grey,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),,"7,600"
1070,83,2007 BMW X3 si,"$6,500.00",Hampton < 2 hours ago,"Currently driving the car and is on the road!! Drives, runs and stops. Really well taken care of. Tires and breaks are in good condition. No issues with car. Runs and drives great
Automatic | 211,000 km",Used,2007.0,BMW,X3,,,"SUV, Crossover",,,4 x 4,Automatic,"211,000"
1071,84,Mercedes-Benz G500 NO ACCIDENTS AND LOW MILEAGE,"$49,000.00",Toronto < 2 hours ago,"Gorgeous Mercedes-Benz G500 no issues at all! Mileage: 10800km actual kilometers Canadian truck Drives like new No accidents No rust at all Private deal AMG side exhaust Upgraded LED lights all ...
Automatic | 108,000 km",Used,2003.0,Mercedes-Benz,G-Class,g500,White,"SUV, Crossover",,,,Automatic,"108,000"
1072,85,2007 BMW X3 si,"$6,500.00",Hampton < 2 hours ago,"Currently driving the car and is on the road!! Drives, runs and stops. Really well taken care of. Tires and breaks are in good condition. No issues with car. Runs and drives great
Automatic | 211,000 km",Used,2007.0,BMW,X3,,,"SUV, Crossover",,,4 x 4,Automatic,"211,000"
1073,86,Mercedes-Benz G500 NO ACCIDENTS AND LOW MILEAGE,"$49,000.00",Toronto < 2 hours ago,"Gorgeous Mercedes-Benz G500 no issues at all! Mileage: 10800km actual kilometers Canadian truck Drives like new No accidents No rust at all Private deal AMG side exhaust Upgraded LED lights all ...
Automatic | 108,000 km",Used,2003.0,Mercedes-Benz,G-Class,g500,White,"SUV, Crossover",,,,Automatic,"108,000"
1074,87,Mercedes-Benz G500 NO ACCIDENTS AND LOW MILEAGE,"$49,000.00",Toronto < 2 hours ago,"Gorgeous Mercedes-Benz G500 no issues at all! Mileage: 10800km actual kilometers Canadian truck Drives like new No accidents No rust at all Private deal AMG side exhaust Upgraded LED lights all ...
Automatic | 108,000 km",Used,2003.0,Mercedes-Benz,G-Class,g500,White,"SUV, Crossover",,,,Automatic,"108,000"
1075,88,2007 FORD F350 turbo diesel,"$11,500.00",Oshawa / Durham Region < 2 hours ago,"Selling my 2007 Ford F350 Turbo diesel 4×4 Lifted crew cab Removable box Snow plow Mount For the right person this truck can make you lots of money it did for me .... Text or call if serious ...
Automatic | 370 km",Used,2007.0,Ford,F-350,,Silver,Pickup Truck,5.0,6.0,4 x 4,Automatic,370
1076,89,"2011 ACURA MDX, LIKE NEW, CERTIFIED, WARRANTY","$13,800.00",City of Toronto < 2 hours ago,"L.A AUTOHAUS (416)829-2333>>>2011 Acura Mdx, NEW ARRIVAL , LIKE NEW, FINANCE FROM 350$/mo oac. CALL NOW L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO ...
150 km",,,,,,,,,,,,
1077,90,2014 Jeep Compass,"$10,999.00",Oshawa / Durham Region 13/11/2022,"Mamoon's Auto .Located at 110 Bloor Street East Oshawa - $10,999 plus HST...It comes fully certified with NO extra fees attached! it also comes with a 7 months powertrain warranty and can be extended ...
Manual | 154,488 km",Used,2014.0,Jeep,Compass,Sport,Red,"SUV, Crossover",4.0,,Other,Manual,"154,488"
1078,91,2020 Ford Fusion Hybrid Titanium | Leather | Sunroof | Hybrid,"$32,095.00",Provincial Top Ad:  Mississauga / Peel Region < 11 hours ago,"This vehicle is an Ex-Daily Rental. This is a great vehicle for anyone and great for daily commuters, the safety features makes it great for families, the spacious interior and cargo space make it ...
Your Mississauga Hyundai Dealer
Automatic | 77,005 km | CARFAX Canada Report",Used,2020.0,Ford,Fusion,Titanium | Leather | Sunroof | Hybrid,Other,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"77,005"
1079,92,2022 Ram 1500 Classic NIGHT EDITION,"$49,999.00
$54,840.00
MSRP: $63,840.00",NEW CAR Oakville / Halton Region 08/11/2022,"CREW CAB 4X4, PREMIUM CLOTH FRONT BUCKET SEATS, NIGHT EDITION, WHEEL SOUND GROUP, MOPAR SPORT PERFORMANCE HOOD, ANTI-SPIN DIFFERENTIAL REAR AXLE, MOPAR SPRAY-IN BEDLINER, CLASS IV HITCH RECEIVER, ...
Conveniently located off of 403/Qew & Dorval, Head South & $AVE! We accept ALL credit approvals
Automatic",New,2022.0,Ram,1500,NIGHT EDITION,Black,Pickup Truck,4.0,5.0,Other,Automatic,
1080,93,2012 Chrysler 200 S|V6|NAV|BOSTONAUDIO|LEATHER|SUNROOF|HEATEDSEATS|+,"$7,999.00",City of Toronto 10/11/2022,"**FALL SPECIAL!** V6 POWERED, FINISHED IN GREY ON MATCHING BLACK INTERIOR, S STITCHED LEATHER SEATS, HEATED SEATS, HEATED MIRRORS, NAVIGATION SYSTEM, AM, FM, SATELLITE, HDD, CDPLAYER, AUX, ALLOYS, ...
CALL 1 (866) 799-6107 | FAVORITMOTORSCANADA.CA | REQUEST A CARPROOF TODAY - FINANCING AVAILABLE* (conditions may apply)
Automatic | 159,738 km | CARFAX Canada Report",Used,2012.0,Chrysler,200-Series,S|V6|NAV|BOSTONAUDIO|LEATHER|SUNROOF|HEATEDSEATS|+,Other,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"159,738"
1081,94,2018 Honda Civic LX AUT0 A/C CAMERA H/SEATS BLUETOOTH APPLE CARPLAY,"$21,750.00",City of Toronto 08/11/2022,"SERVICE RECORDS FROM 2019 AND 2021........SEDAN............AUTOMATIC.........BACKUP CAMERA..........A/C...........CRUISE CONTROL.........BLUETOOTH..........HEATED SEATS.................APPLE ...
Automatic | 137,788 km",Used,2018.0,Honda,Civic,LX AUT0 A/C CAMERA H/SEATS BLUETOOTH APPLE CARPLAY,Silver,Sedan,,,Front-wheel drive (FWD),Automatic,"137,788"
1082,95,Honda Accord Touring 2020,"$33,000.00",Oakville < 2 hours ago,"CAR MINT CONDITION, APPLE CAR PLAY, ANDROID AUTO, Black Leather, 10 Speakers, 19"" Aluminum-Alloy Wheels, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, Auto High-beam ...
Automatic | 85,000 km",Used,2020.0,Honda,Accord,,Black,Sedan,4.0,5.0,,Automatic,"85,000"
1083,96,2010 Chevy Silverado 1500 Single Cab,"$5,600.00",Oshawa / Durham Region < 2 hours ago,"2010 Chevy Silverado single cab truck. 8' box. Running great. Cloth seats. 220KM. As is condition. Safety upon request.
Automatic | 220,400 km",Used,2010.0,Chevrolet,Silverado 1500,,White,Pickup Truck,2.0,3.0,Rear-wheel drive (RWD),Automatic,"220,400"
1084,97,Colorado,"$16,500.00",Toronto < 2 hours ago,"Automatic A/c works good Heat works good No lights on dashboard Power windows 2WD Good shape $16,500 437 995 2961
Automatic | 210,000 km",Used,2016.0,Chevrolet,Colorado,Colorado WT EXT CAB 2wd,White,Pickup Truck,4.0,4.0,Rear-wheel drive (RWD),Automatic,"210,000"
1085,98,Colorado,"$16,500.00",Toronto < 2 hours ago,"Automatic A/c works good Heat works good No lights on dashboard Power windows 2WD Good shape $16,500 437 995 2961
Automatic | 210,000 km",Used,2016.0,Chevrolet,Colorado,Colorado WT EXT CAB 2wd,White,Pickup Truck,4.0,4.0,Rear-wheel drive (RWD),Automatic,"210,000"
1086,99,Colorado,"$16,500.00",Toronto < 2 hours ago,"Automatic A/c works good Heat works good No lights on dashboard Power windows 2WD Good shape $16,500 437 995 2961
Automatic | 210,000 km",Used,2016.0,Chevrolet,Colorado,Colorado WT EXT CAB 2wd,White,Pickup Truck,4.0,4.0,Rear-wheel drive (RWD),Automatic,"210,000"
1087,100,2022 Ram 1500 Classic WARLOCK,"$68,085.00
MSRP: $68,085.00",NEW CAR Oshawa / Durham Region < 2 hours ago,"Price Freeze Event on now at Boyer Cobourg! Engine: 5.7L 8cyl. L/100Km City: 16.2 L/100Km Hwy: 11.6
A Proud Division of Boyer Auto Group, your mulit-brand Family of Dealerships Since 1981!
Automatic",New,2022.0,Ram,1500,WARLOCK,Black,Pickup Truck,4.0,5.0,Other,Automatic,
1088,101,2018 BMW X2 xDrive28i AUT0 AWD NAVI PANO/ROOF HUD CAMERA 59K,"$33,990.00",City of Toronto < 2 hours ago,"SUV.................X DRIVE.......PREMIUM & NAVI PACKAGE..............AUTOMATIC...........LEATHER INT...............PANORAMIC ROOF...........NAVIGATION.........AWD...........BACKUP ...
NEXCAR AUTO SALES & LEASING. 416-633-8188 - EMAIL INFO@NEXCAR.CA FINANCING FOR GOOD, BAD & NEW CREDIT RATES FROM 4.69% O.A.C OPEN 7 DAYS
Automatic | 59,570 km",Used,2018.0,BMW,X2,XDrive28i AUT0 AWD NAVI PANO/ROOF HUD CAMERA 59K,Black,Sedan,,,All-wheel drive (AWD),Automatic,"59,570"
1089,102,GMC Sierra with snowplow,"$3,000.00",Newmarket < 2 hours ago,"Not for highway, not for scrap metal, truck and snowplow together
300 km",Used,1992.0,GMC,Sierra 1500,,,Pickup Truck,,,,,300
1090,103,Ford Ecosport,"$33,000.00",Oakville / Halton Region < 2 hours ago,"Posted by Jack in cars & vehicles, cars & trucks in Toronto (GTA), Oakville / Halton Region. November 15, 2022
Automatic | 28,000 km",Used,2020.0,Ford,EcoSport,Titanium,Grey,"SUV, Crossover",4.0,4.0,4 x 4,Automatic,"28,000"
1091,104,2016 Jeep Cherokee v6,"$8,000.00",Mississauga < 2 hours ago,"Excellent condition new tires and breaks Needs detailing As is 8500 obo 6474917449
Automatic | 260,000 km",Used,2016.0,Jeep,Cherokee,sport,,"SUV, Crossover",4.0,,,Automatic,"260,000"
1092,105,2015 Audi Q5 Quattro 4dr 2.0T Progressive,"$18,000.00",Oakville / Halton Region < 2 hours ago,"Fully loaded and clean! Navigation, panoramic sunroof, heated front seats, drive select, tip Tronic, LED running lights, automatic wipers, heated mirrors, aluminum roof rails, power lift gate, eight ...
Automatic | 146,000 km",Used,2015.0,Audi,Q5,,White,"SUV, Crossover",5.0,5.0,All-wheel drive (AWD),Automatic,"146,000"
1093,106,Van,"$7,900.00",Brampton < 2 hours ago,"Good condition
400,000 km",Used,2009.0,Chevrolet,Express,,,"Minivan, Van",,,,,"400,000"
1094,107,Van,"$7,900.00",Brampton < 2 hours ago,"Good condition
400,000 km",Used,2009.0,Chevrolet,Express,,,"Minivan, Van",,,,,"400,000"
1095,108,Mercedes GLS 450,Please Contact,Brampton < 2 hours ago,"FEATURING : 4MATIC AWD, STEERING PILOT, HEIGHT ADJUSTABLE AIR SUSPENSION, SIDE STEPS, ROOF RACK, HIGHLY EQUIPPED Upgraded Alloy wheels Ceramic coating done EXTREMELY CLEAN! FINISHED IN WHITE ON ...
Automatic | 92,000 km",Used,2017.0,Mercedes-Benz,GLS,GLS,White,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"92,000"
1096,109,2008 BMW 2dr 645Ci Cpe | AS IS | Navi | Glass Roof | Sport Seats,"$8,500.00",Georgina < 2 hours ago,"Checkout Our Website! www.LevelUpMotors.ca Please Call Ahead to See Availability! We are OMVIC Registered & a Member of UCDA. All List Prices Does Not Include Certification, HST & Licensing! All ...
Automatic | 191,000 km",Used,2004.0,BMW,6-Series,645Ci,Silver,Coupe (2 door),2.0,4.0,Rear-wheel drive (RWD),Automatic,"191,000"
1097,110,2012 Nissan Altima 4dr Sdn I4 2.5 S,"$4,999.00",Georgina < 2 hours ago,"Checkout Our Website! www.LevelUpMotors.ca Please Call Ahead to See Availability! We are OMVIC Registered & a Member of UCDA. All List Prices Does Not Include Certification, HST & Licensing! All ...
Automatic | 281,000 km | CARFAX Canada Report",Used,2012.0,Nissan,Altima,2.5 S,Black,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"281,000"
1098,111,2007 Hyundai Elantra GL 4dr Sdn | Heated Seats | Cold AC,"$3,500.00",Georgina < 2 hours ago,"Checkout Our Website! www.LevelUpMotors.ca Please Call Ahead to See Availability! We are OMVIC Registered & a Member of UCDA. All List Prices Does Not Include Certification, HST & Licensing! All ...
Automatic | 268,000 km | CARFAX Canada Report",Used,2007.0,Hyundai,Elantra,GL,Black,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"268,000"
1099,112,2016 LEXUS RX350 AWD,"$35,500.00",Richmond Hill < 2 hours ago,"2016 LEXUS RX350 AWD HEATED AND VENTILATED SEATS AND STEERING WHEEL, SUNROOF, POWER LIFTGATE, 2 SETS OF KEYS AND MUCH MORE... IT COMES FULLY CERTIFIED AND DETAILED, WITH A REMOTE STARTER! THE OIL ...
Visiting by appointment only! For more details please call or text at 4168342757
Automatic | 98,988 km | CARFAX Canada Report",Used,2016.0,Lexus,Other,,,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"98,988"
1100,113,2016 LEXUS RX350 AWD,"$35,500.00",Richmond Hill < 2 hours ago,"2016 LEXUS RX350 AWD HEATED AND VENTILATED SEATS AND STEERING WHEEL, SUNROOF, POWER LIFTGATE, 2 SETS OF KEYS AND MUCH MORE... IT COMES FULLY CERTIFIED AND DETAILED, WITH A REMOTE STARTER! THE OIL ...
Visiting by appointment only! For more details please call or text at 4168342757
Automatic | 98,988 km | CARFAX Canada Report",Used,2016.0,Lexus,Other,,,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"98,988"
1101,114,2008 Porsche Cayenne S AWD,"$14,999.00",Georgina < 2 hours ago,"Checkout Our Website! www.LevelUpMotors.ca Please Call Ahead to See Availability! We are OMVIC Registered & a Member of UCDA. All List Prices Does Not Include Certification, HST & Licensing! All ...
Automatic | 165,600 km | CARFAX Canada Report",Used,2008.0,Porsche,Cayenne,S,Burgundy,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"165,600"
1102,115,2008 Porsche Cayenne S AWD,"$14,999.00",Georgina < 2 hours ago,"Checkout Our Website! www.LevelUpMotors.ca Please Call Ahead to See Availability! We are OMVIC Registered & a Member of UCDA. All List Prices Does Not Include Certification, HST & Licensing! All ...
Automatic | 165,600 km | CARFAX Canada Report",Used,2008.0,Porsche,Cayenne,S,Burgundy,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"165,600"
1103,116,2011 FORD F-F150 4WD XLT EcoBoost | Needs Engine,"$3,999.00",Georgina < 2 hours ago,"Please Call! 647 886 2886 The truck needs a New Engine Or Timing Chain Job, Upgraded Exhaust The vehicle is currently in Markham and 407 area. Available to see by appointment Leather, Upgraded ...
Automatic | 261,400 km | CARFAX Canada Report",Used,2011.0,Ford,F-150,XLT,Grey,Pickup Truck,4.0,5.0,4 x 4,Automatic,"261,400"
